Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Acute Hospitals Admissions,566790,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Acute Hospitals Admissions,566790,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Acute Hospitals Admissions,566790,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Acute Hospitals Admissions,566790,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Psychiatric Hospitals Admissions,8226,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Psychiatric Hospitals Admissions,8226,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Psychiatric Hospitals Admissions,8226,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Psychiatric Hospitals Admissions,8226,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Community Hospitals Admissions,21207,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Community Hospitals Admissions,21207,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Community Hospitals Admissions,21207,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Community Hospitals Admissions,21207,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Specialist Outpatient Clinics,5218526,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Specialist Outpatient Clinics,5218526,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Specialist Outpatient Clinics,5218526,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Specialist Outpatient Clinics,5218526,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Accident & Emergency Departments,889087,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Accident & Emergency Departments,889087,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Accident & Emergency Departments,889087,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Accident & Emergency Departments,889087,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Polyclinics,6200710,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Polyclinics,6200710,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Polyclinics,6200710,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Polyclinics,6200710,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Dental Clinics,926026,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Dental Clinics,926026,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Dental Clinics,926026,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Dental Clinics,926026,Nursing Homes,17064
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Day Surgeries,396847,Acute Hospitals,11704
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Day Surgeries,396847,Psychiatric Hospitals,1950
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Day Surgeries,396847,Community Hospitals,2011
    Institute Of Mental Health / Woodbridge Hospital,2021,8226,Day Surgeries,396847,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Acute Hospitals Admissions,566790,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Acute Hospitals Admissions,566790,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Acute Hospitals Admissions,566790,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Acute Hospitals Admissions,566790,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Psychiatric Hospitals Admissions,8226,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Psychiatric Hospitals Admissions,8226,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Psychiatric Hospitals Admissions,8226,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Psychiatric Hospitals Admissions,8226,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Community Hospitals Admissions,21207,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Community Hospitals Admissions,21207,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Community Hospitals Admissions,21207,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Community Hospitals Admissions,21207,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Specialist Outpatient Clinics,5218526,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Specialist Outpatient Clinics,5218526,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Specialist Outpatient Clinics,5218526,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Specialist Outpatient Clinics,5218526,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Accident & Emergency Departments,889087,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Accident & Emergency Departments,889087,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Accident & Emergency Departments,889087,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Accident & Emergency Departments,889087,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Polyclinics,6200710,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Polyclinics,6200710,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Polyclinics,6200710,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Polyclinics,6200710,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Dental Clinics,926026,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Dental Clinics,926026,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Dental Clinics,926026,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Dental Clinics,926026,Nursing Homes,17064
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Day Surgeries,396847,Acute Hospitals,11704
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Day Surgeries,396847,Psychiatric Hospitals,1950
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Day Surgeries,396847,Community Hospitals,2011
    Kandang Kerbau Women's & Children's Hospital,2021,68499,Day Surgeries,396847,Nursing Homes,17064
Public Sector Hospital Admissions,2022,495063,Acute Hospitals Admissions,598896,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Acute Hospitals Admissions,598896,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Acute Hospitals Admissions,598896,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Acute Hospitals Admissions,598896,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Psychiatric Hospitals Admissions,9340,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Psychiatric Hospitals Admissions,9340,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Psychiatric Hospitals Admissions,9340,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Psychiatric Hospitals Admissions,9340,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Community Hospitals Admissions,23678,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Community Hospitals Admissions,23678,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Community Hospitals Admissions,23678,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Community Hospitals Admissions,23678,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Specialist Outpatient Clinics,5220544,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Specialist Outpatient Clinics,5220544,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Specialist Outpatient Clinics,5220544,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Specialist Outpatient Clinics,5220544,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Accident & Emergency Departments,1021192,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Accident & Emergency Departments,1021192,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Accident & Emergency Departments,1021192,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Accident & Emergency Departments,1021192,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Polyclinics,6610293,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Polyclinics,6610293,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Polyclinics,6610293,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Polyclinics,6610293,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Dental Clinics,914875,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Dental Clinics,914875,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Dental Clinics,914875,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Dental Clinics,914875,Nursing Homes,18157
Public Sector Hospital Admissions,2022,495063,Day Surgeries,407927,Acute Hospitals,11830
Public Sector Hospital Admissions,2022,495063,Day Surgeries,407927,Psychiatric Hospitals,1950
Public Sector Hospital Admissions,2022,495063,Day Surgeries,407927,Community Hospitals,2194
Public Sector Hospital Admissions,2022,495063,Day Surgeries,407927,Nursing Homes,18157
    National University Hospital,2022,67387,Acute Hospitals Admissions,598896,Acute Hospitals,11830
    National University Hospital,2022,67387,Acute Hospitals Admissions,598896,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Acute Hospitals Admissions,598896,Community Hospitals,2194
    National University Hospital,2022,67387,Acute Hospitals Admissions,598896,Nursing Homes,18157
    National University Hospital,2022,67387,Psychiatric Hospitals Admissions,9340,Acute Hospitals,11830
    National University Hospital,2022,67387,Psychiatric Hospitals Admissions,9340,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Psychiatric Hospitals Admissions,9340,Community Hospitals,2194
    National University Hospital,2022,67387,Psychiatric Hospitals Admissions,9340,Nursing Homes,18157
    National University Hospital,2022,67387,Community Hospitals Admissions,23678,Acute Hospitals,11830
    National University Hospital,2022,67387,Community Hospitals Admissions,23678,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Community Hospitals Admissions,23678,Community Hospitals,2194
    National University Hospital,2022,67387,Community Hospitals Admissions,23678,Nursing Homes,18157
    National University Hospital,2022,67387,Specialist Outpatient Clinics,5220544,Acute Hospitals,11830
    National University Hospital,2022,67387,Specialist Outpatient Clinics,5220544,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Specialist Outpatient Clinics,5220544,Community Hospitals,2194
    National University Hospital,2022,67387,Specialist Outpatient Clinics,5220544,Nursing Homes,18157
    National University Hospital,2022,67387,Accident & Emergency Departments,1021192,Acute Hospitals,11830
    National University Hospital,2022,67387,Accident & Emergency Departments,1021192,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Accident & Emergency Departments,1021192,Community Hospitals,2194
    National University Hospital,2022,67387,Accident & Emergency Departments,1021192,Nursing Homes,18157
    National University Hospital,2022,67387,Polyclinics,6610293,Acute Hospitals,11830
    National University Hospital,2022,67387,Polyclinics,6610293,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Polyclinics,6610293,Community Hospitals,2194
    National University Hospital,2022,67387,Polyclinics,6610293,Nursing Homes,18157
    National University Hospital,2022,67387,Dental Clinics,914875,Acute Hospitals,11830
    National University Hospital,2022,67387,Dental Clinics,914875,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Dental Clinics,914875,Community Hospitals,2194
    National University Hospital,2022,67387,Dental Clinics,914875,Nursing Homes,18157
    National University Hospital,2022,67387,Day Surgeries,407927,Acute Hospitals,11830
    National University Hospital,2022,67387,Day Surgeries,407927,Psychiatric Hospitals,1950
    National University Hospital,2022,67387,Day Surgeries,407927,Community Hospitals,2194
    National University Hospital,2022,67387,Day Surgeries,407927,Nursing Homes,18157
    Singapore General Hospital,2022,74788,Acute Hospitals Admissions,598896,Acute Hospitals,11830
    Singapore General Hospital,2022,74788,Acute Hospitals Admissions,598896,Psychiatric Hospitals,1950
    Singapore General Hospital,2022,74788,Acute Hospitals Admissions,598896,Community Hospitals,2194
    Singapore General Hospital,2022,74788,Acute Hospitals Admissions,598896,Nursing Homes,18157
    Singapore General Hospital,2022,74788,Psychiatric Hospitals Admissions,9340,Acute Hospitals,11830
    Singapore General Hospital,2022,74788,Psychiatric Hospitals Admissions,9340,Psychiatric Hospitals,1950
    Singapore General Hospital,2022,74788,Psychiatric Hospitals Admissions,9340,Community Hospitals,2194
    Singapore General Hospital,2022,74788,Psychiatric Hospitals Admissions,9340,Nursing Homes,18157
    Singapore General Hospital,2022,74788,Community Hospitals Admissions,23678,Acute Hospitals,11830
    Singapore General Hospital,2022,74788,Community Hospitals Admissions,23678,Psychiatric Hospitals,1950
    Singapore General Hospital,2022,74788,Community Hospitals Admissions,23678,Community Hospitals,2194
    Singapore General Hospital,2022,74788,Community Hospitals Admissions,23678,Nursing Homes,18157
